coreid	type	description	rights	references	source	language	license	identifier
wfo-0001030802	distribution	In the planalto of Brazil known only from the slopes of Serra Piedade in Minas Gerais, at about 1850 m.		http://solanaceaesource.org/content/solanum-refractifolium		eng	http://creativecommons.org/licenses/by/3.0/	9c910a27-8821-4843-9594-7b5f8ce9bd59#distribution
wfo-0001030802	general	Subshrub or shrub to 1 m; young stems and leaves densely glandular pubescent, the trichomes of variable length, from 0.5-1 mm, each tipped with a single-celled gland; older stems densely glandular pubescent, the bark of older stems pale brown, appearing reddish in dry specimens from the glandular exudates.Sympodial units unifoliate or difoliate, not geminate.Leaves 3-6 x 2-5 cm, heart-shaped and hanging down to invest the stem in live plants, densely and evenly glandular pubescent above with simple uniseriate trichomes ca. 1 mm long on the veins and lamina, densely glandular pubescent beneath with white uniseriate trichomes 1-1.5 mm long on the veins and lamina, the trichomes denser on the veins, with 4-6 pairs of main lateral veins raised above, prominent and reddish beneath, the basal veins somewhat palmate, the apex acute to acuminate, the base deeply cordate; petioles 1-1.1 cm, densely glandular pubescent.Inflorescences internodal, simple, 2-3 cm long, 5-10-flowered, densely glandular pubescent with simple uniseriate trichomes 0.5-1.5 mm, each tipped with a single-celled gland; pedicel scars widely and irregularly spaced, beginning near the base of the inflorescence. Buds when very young appearing globose, the corolla soon exerted from the calyx lobes, the buds later becoming ellipsoid just before anthesis. Pedicels at anthesis deflexed, 0.5-1 cm long, tapering from the abrupt base of the calyx tube to a slender base ca. 0.5mm in diam.Flowers with the calyx tube 1-1.5 mm long, obconic, the lobes 2-2.5 mm, long-triangular, densely glandular pubescent with simple, uniseriate trichomes ca. 0.5 mm long, each trichome tipped with a single-celled gland; corolla white or yellowish white,0.7-1cm in diam., lobed only halfway to the base, the lobes campanulate at anthesis, glabrous abaxially except for a line of simple uniseriate glandurla trichoems along the midvein of each corolla lobe, the trichomes 0.25-0.4 mm, glabrous adaxially except for the densely papillose margins, the tips of the lobes densely glandular papillose and somewhat cucullate; anthers 3-3.5x 0.75-1 mm, poricidal at the tips, the pores tear-drop shaped; free portion of the filaments ca. 0.5 mm long, the filament tube ca. 0.3 mm long; ovary glabrous; style straight, 4-5mm long; stigma a minutely papillate surface on the filiform stigma.Fruit a globose, red berry, 1-1.2 cm in diam.; fruiting pedicels strongly deflexed, somewhat woody, 0.9-1 cm long, 0.5-0.75 mm in diam. at the base; calyx lobes persistently long-triangular in fruit, ca. 6 mm.Seeds ca. 10 per fruit, pale yellow in dry material, flattened-reniform to somewhat ovoid, 3-4 x 2.5-3 mm, the surfaces minutely pitted, the margins not markedly incrassate.		http://solanaceaesource.org/content/solanum-refractifolium		eng	http://creativecommons.org/licenses/by/3.0/	9c910a27-8821-4843-9594-7b5f8ce9bd59#general
wfo-0001030809	distribution	Found only in the mountains of Santa Catarina and adjacent Paraná states, southeastern Brazil, in Araucaria angustifolia forests at ca. 800 m.		http://solanaceaesource.org/content/solanum-reitzii		eng	http://creativecommons.org/licenses/by/3.0/	8a79aa06-a554-4e97-81e1-22c58797e18d#distribution
wfo-0001030809	general	Small trees to 8 m tall; young stems and leaves densely tomentose with uniseriate golden curl-tipped trichomes 0.5-1 mm long, these not markedly deciduous on older stems; bark of older stems yellow-brown and shining.Sympodial units difoliate, geminate.Leaves elliptic to ovate, widest at or just below the middle, densely tomentose beneath with uniseriate curl-tipped golden trichomes 0.5-1 mm long, especially along the midrib and the 6-8 main lateral veins, glabrous and shining above, with uniseriate trichomes like those of the undersides on the midrib and main lateral veins; major leaves 9.9-12 x 4.5-5 cm, the apex acute, the base acute; petioles 1.4-1.5 cm long, densely tomentose like the stems and leaves; minor leaves, if present, 2.3-5.5 x 1.5-2.4 cm, the apex acute, the base acute; petioles 5-8 mm long.Inflorescences opposite the leaves, or appearing terminal and overtopping the shoots, simple or several times branched, 1.5-3.5 cm long, 20-60-flowered, densely tomentose with the same uniseriate golden hairs as the stem and leaves, these very dense distally; pedicel scars hidden in the trichomes, evenly spaced ca. 1 mm apart. Buds ellipsoid, the corolla soon exserted from the calyx. Pedicels at anthesis 6-8 mm long, erect, tapering from the calyx tube to a slender base ca. 0.5 mm in diam., pubescent with the same golden trichomes as the stem and leaves.Flowers with the calyx tube 1-1.5 mm long, pubescent with golden uniseriate trichomes, the lobes broadly triangular to deltoid, 0.5-1 mm long, densely pubescent with uniseriate golden trichomes; corolla white, 1.2-1.4 cm across, lobed nearly to the base, the lobes planar or slightly campanulate at anthesis, the interpetalar sinuses membranous, the lobes long-papillose with a few scattered uniseriate trichomes 0.2 mm long at the tips; anthers clavate, falcate, unequal in size, two small ones ca. 2 mm long, three large ones ca. 2.5 mm long, all 1-1.25 mm wide, minutely poricidal at the tips, the pores round and very small; free portion of the filaments also unequal, the two small anthers with the free portion ca. 1.5 mm long, the three large anthers with the free portion ca. 1.5 mm long, the filament tube ca. 0.5 mm long; ovary glabrous; style 4.5-5 mm long, straight or slightly curved; stigma dark-papillose.Fruit a globose, green berry, ca. 1 cm in diam.; fruiting pedicels deflexed, 2-2.5 cm long.Seeds not known from mature fruits.		http://solanaceaesource.org/content/solanum-reitzii		eng	http://creativecommons.org/licenses/by/3.0/	8a79aa06-a554-4e97-81e1-22c58797e18d#general
wfo-0001030810	distribution	Endemic to Chile [Insula San Ambrosio, Regions II (Antofagasta), III (Atacama) and IV (Coquimbo)]. Arid, rocky or gravelly slopes, quebradas and coastal lomas formations, 20–2200 m in altitude.		http://solanaceaesource.org/content/solanum-remyanum		eng	http://creativecommons.org/licenses/by/3.0/	3e9d8f74-f33d-4ccc-98b8-2691531183e9#distribution
wfo-0001030810	general	Woody shrub 20–100 cm high. Young stems green, older stems brown, woody, subglabrous to densely pubescent, the hairs erect, simple, uniseriate, unicellular or occasionally multicellular, up to 0.2 mm long.Sympodial units plurifoliate, not geminate.Leaves pinnate or bipinnate, fleshy, the blades 3.3–8.5 x 0.8–5.5 cm, 0.95–2.0 times as long as wide, sometimes with a narrow wing 2–3 mm wide along the midrib between the primary pinnae, green or greyish, moderately to densely tomentose adaxially and abaxially, the hairs denser abaxially along the midvein, erect, simple, uniseriate, unicellular or multicellular up to 0.3 mm long; margin divided into 4–5 pairs of primary pinnae, the primary pinnae 5–30 x 3–19 mm, decreasing in size from base of leaf to the apex, with (0–) 2–4 irregular secondary pinnae along each side, secondary pinnae (0.5–) 1–5 (–8) x (0.5–) 1–3 (–4.5) mm; the apex of primary and secondary pinnae acute to rounded; petioles 5–32 mm, occasionally with a narrow wing up to 1 mm wide, with indumentum as on the stems.Inflorescences 4–14 cm long, borne on leafy axillary shoots, leaf opposed, branched 1–2 (–3) times, with 6–22 flowers, all flowers perfect, the axes densely pubescent with simple, uniseriate, multicellular hairs up to 0.4 mm long; peduncle 3.3–5.5 cm long; pedicels 7–10 mm long, not accrescent in fruit, spaced 5–15 mm apart in fruit, articulated at the base.Flowers with the calyx 2.9–4.5 (–5.0) mm long, the calyx tube 1.0–2.0 (–2.5) mm long, the lobes 1.0–3.0 (–3.4) x 0.7–1.4 mm at anthesis, 3.0–5.0 x 1.1–2.0 in fruit, elliptic to oblong, glabrous to sparsely pubescent adaxially, moderately to densely pubescent abaxially, especially in the lower half, the hairs simple, uniseriate, unicellular, up to 0.3 mm long, the apex acute to obtuse. Corolla 1.1–2.2 cm in diameter, pentagonal, chartaceous, blue or violet, the tube 1.0–1.5 mm long, the lobes 6–10 x 7–11 mm, sometimes reflexed at anthesis, densely pubescent abaxially with white, simple, uniseriate, unicellular hairs up to 0.2 mm long, glabrous adaxially. Stamens 5, equal; filament tube 1.0–1.5 mm long, glabrous; filaments equal, 0.6–1.0 mm long, glabrous; anthers equal, 3.5–4.6 x 1.0–1.5 mm, oblong to elliptical, yellow, not connivent, poricidal at the tips, the pores tear-drop shaped, tardily opening into longitudinal slits with age. Ovary glabrous; style 8–10 x 0.2–0.3 mm, cylindrical, straight, densely pubescent with white simple, uniseriate, multicellular hairs up to 0.2 mm long, rarely glabrous; stigma clavate, 1.0–1.5 x 0.5–0.8 mm.Fruit 4–7 mm in diameter, globose, glabrous, the colour unknown, stone cells absent.Seeds 1.5–1.9 x 1.2–1.5 mm, flattened, pale to dark brown, shiny, the surface shallowly pitted.		http://solanaceaesource.org/content/solanum-remyanum		eng	http://creativecommons.org/licenses/by/3.0/	3e9d8f74-f33d-4ccc-98b8-2691531183e9#general
wfo-0001030822	distribution	Only known from the restinga arborea forest on sandy soils near the coast in southern Bahia.		http://solanaceaesource.org/content/solanum-restingae		eng	http://creativecommons.org/licenses/by/3.0/	4abb6db8-0dae-4c97-b601-3a4f61b6a64a#distribution
wfo-0001030822	general	Shrubs, 2-2.5 m tall; young stems glabrous, the young leaves sparsely red-papillose; older stems yellowish-brown and shiny, strongly winged from the decurrent leaf bases and from the inflorescence bases.Sympodial units difoliate, geminate.Leaves elliptic-obovate, widest at the middle or just above, glabrous and shiny adaxially, glabrous abaxially, the margins revolute; major leaves 11-15.5 x 3.5-7 cm, with 8-9 pairs of main lateral veins, these yellowish beneath, the apex acute, the base attenuate, decurrent onto the stem; petiole 0.5-1.5 cm long; minor leaves differing from the majors only in size, 5-7 x 2-3.8 cm, the apex acute, the base attenuate; petiole 0.4-1 cm long.Inflorescences usually internodal, occasionally opposite the leaves, simple, completely glabrous, 2-5 mm long, with 3-5 flowers; pedicel scars closely spaced, clustered near the tip of the inflorescence. Buds globose, later long-ellipsoid, the corolla strongly exserted from the calyx tube, the tips of the lobes cucullate. Pedicels at anthesis erect or slightly deflexed, 0.9-1 cm long, filiform, tapering from the base of the calyx tube to a base 0.4 mm in diam.Flowers with the calyx tube an open cup, 1.5-2 mm long, the lobes glabrous, minute, if present broadly deltate, 0-0.5 mm long; corolla white, perhaps somewhat fleshy, 1-1.5 cm in diam., lobed nearly to the base, the lobes planar at anthesis, the tips of the lobes cucullate and minutely papillose; anthers 3-3.5 x ca. 1 mm, poricidal at the tips, the pores tear-drop shaped; free portion of the filaments ca. 0.2 mm long, the filament tube 0.1-0.2 mm long; ovary glabrous; style erect, 5-6 mm long; stigma clavate, the surface minutely papillose.Fruit a globose, green berry, 0.8-1 cm in diam.; fruiting pedicels woody, deflexed, 1-1.2 cm long, 1-1.5 mm in diam. at the base.Seeds pale tan, flattened-reniform, with incrassate margins, 3-3.5 x 2-2.5 mm, the surfaces minutely pitted.		http://solanaceaesource.org/content/solanum-restingae		eng	http://creativecommons.org/licenses/by/3.0/	4abb6db8-0dae-4c97-b601-3a4f61b6a64a#general
wfo-0001030871	distribution	Solanum riparium is distributed in the Andes of Peru, Bolivia, and northern Argentina along the lower eastern slopes and in the river valleys of the Cordillera Central and Cordillera Oriental from 100-2600 m. It is associated with secondary growth of tropical and subtropical deciduous vegetation, along roadside slopes, river banks, and savannahs.		http://solanaceaesource.org/content/solanum-riparium		eng	http://creativecommons.org/licenses/by/3.0/	27fc4cd6-a9a1-470a-a0e3-b523470afba1#distribution
wfo-0001030871	general	Shrubs or trees 1-18 m high, unarmed. Trunks to 30 cm in diameter; bark of older stems pale to dark brown, the young branches sulcate, soon terete, yellowish granular-tomentose, glabrescent, the hairs mixed sessile and short-stalked, often appressed but some rather long-stalked, porrect-stellate, multangulate, dendritic-multangulate, echinoid, and dendritic-echinoid.Sympodial units plurifoliate, axillary leaves usually present, ovate to orbicular.Leaves simple, the blades usually 6-40 x 3.5-14 cm, ca. 1.8-3.5 times as long as wide, ovate or elliptic, chartaceous, pale to dark yellowish green, velutinous to scabridulous adaxially, the hairs spaced to densely overlapping, mixed sessile and short- and thick-stalked, porrect-stellate, multangulate, and echinoid, grayish or pale yellowish green, tomentose abaxially, the hairs mixed sessile, short- and relatively long- and thin-stalked, porrect-stellate, multangulate, and echinoid; unarmed; main lateral veins 9-13 on each side of midvein, prominent abaxially; base long, narrowly attenuate or abruptly so, the blades decurrent along nearly entire length of petiole or sometimes only along adaxial side; margin entire; apex acute or short, abruptly acuminate; petioles 0.3-4 cm, ca. 1/30-1/5 the length of the blades, granular-tomentose, the hairs sessile, appressed, some short-stalked, mostly echinoid.Inflorescences 5-33 cm, terminal, becoming lateral due to continued growth of stem, 3-6 times branched, with ca. 30-120 flowers, the axes sulcate or terete, unarmed, yellowish granular-tomentose, the hairs usually mixed sessile and short-stalked, sometimes partly long-stalked, mostly echinoid and dendritic-echinoid, occasionally multangulate and dendritic-multangulate; peduncle 3-32 cm, 1.5-6 mm thick; rachis 0.4-1.8 cm; pedicels 2-8 mm long in flower, often nodding or reflexed, up to 11 mm and erect in fruit, closely spaced ca. 0.2-3 mm apart, articulated at the base.Flower buds 5-7 mm long at anthesis, orbicular to elongate; corolla appressed-tomentose in bud, the hairs multangulate and echinoid; calyx lobe sutures not evident, the calyx splitting open early. Flowers all apparently perfect; calyx 2.8-4.5 mm long, lobed 1/4-1/3 way to the base, campanulate, relatively thick, the tube 2-3 mm, the lobes often small, 0.7-2.5 x 1.3-3 mm in flower, obtuse and acute, granular-tomentose abaxially, the hairs mixed sessile and short-stalked, multangulate, echinoid, and occasionally dendritic-echinoid on tube, glabrous or pubescent on distal 1/4 to 1/2 of lobes adaxially, the hairs minute, sessile, porrect-stellate and multangulate; fruiting calyx somewhat accrescent, the lobes 1.4-2.7 x 1.8-3.5 mm. Corolla 1.3-2 cm in diameter, 7-12 mm long, exserted early from calyx, strongly so at anthesis, rotate-stellate, chartaceous, white, violet, or purple, midveins and plaits striate in bud, the tube 1.5-3 mm, the lobes 4.8-9.5 x 3-5 mm, ovate to ovate-lanceolate, acute at apices, tomentose abaxially, the hairs mixed sessile and short-stalked, multangulate and echinoid, sparsely pubescent on distal 1/4 of lobe and along midvein adaxially, the hairs sessile, porrect-stellate and multangulate. Stamens with filaments 0.6-1.5 mm long, inserted on corolla tube ca. 0.9-1.2 mm above the base, glabrous; anthers 3-4.4 x 1-1.3 mm, oblong, blunt-tipped, yellow, free, glabrous, dehiscing by large introrse apical-lateral pores that extend into longitudinal slits with age. Ovary conical, tomentose, the hairs mixed sessile and short-stalked, multangulate and echinoid, with longer rays directed toward apex; style 4.5-6.5 x 0.2-0.4 mm, terete, equal to or longer than the stamens, sparingly to densely pubescent 1/2-3/4 way from the base, the hairs multangulate; stigma capitate.Fruit a fleshy berry, 0.7-1.3 cm in diameter, held erect, subglobose, obtuse at apex, greenish but probably yellow when ripe, stellate-tomentose when young, glabrescent.Seeds 1.8-2.6 x 1.3-2 mm, mostly reniform, deltoid or suborbicular, yellowish brown, the testa honeycombed, reticulate-punctate.		http://solanaceaesource.org/content/solanum-riparium		eng	http://creativecommons.org/licenses/by/3.0/	27fc4cd6-a9a1-470a-a0e3-b523470afba1#general
wfo-0001030872	distribution	In cloud forests in the Andes of Venezuela and Colombia, from 1500-2500 m.		http://solanaceaesource.org/content/solanum-ripense		eng	http://creativecommons.org/licenses/by/3.0/	bf540a21-af67-4783-81f5-52e60ea4c079#distribution
wfo-0001030872	general	Treelets or small trees, 2-5 m tall, young stems of dry specimens minutely red-glandular-puberulent, soon glabrate; bark of older stems dark brown or black, with large corky lenticels 1-2 mm in diam.Sympodial units difoliate, geminate.Leaves elliptic to ovate, widest at or just proximal to the middle, dark green, glabrous and shining above, glabrous below, slightly paler, the young leaves in dry specimens minutely reddish-glandular-puberulent, but soon glabrate; major leaves 12-18 x 6-12.5 cm, with 5-6 pairs of primary nerves, these raised above, prominent and darker in dry specimens below, the apex acuminate, the base acute, strongly oblique; petioles 1.5-5 cm long; minor leaves 1.2-3 x 0.8-2 cm, the apex rounded or acute, the base acute; petioles shorter relative to leaf size than in the major leaves, 3-7 mm long.Inflorescences opposite the leaves, simple, minutely reddish-glandular puberulent, 4-6 mm long, 4-6-flowered; pedicel scars closely spaced and rather corky, in age overlapping, beginning ca. 3 mm from base of the inflorescence. Buds ellipsoid-ovoid, completely closed when young with one calyx lobe hooded over the rest, the corolla soon exserted from the calyx. Pedicels at anthesis erect or deflexed, fleshy, 0.8-1 cm long, tapering from the calyx tube to a base 0.5-1 mm in diam.Flowers with the calyx tube 1-1.5 mm long, in dry specimens appearing woody, fleshy and pale green in live material, broadly crateriform, the lobes deltoid, 1.5-2 mm long, the margins thickened and densely papillose; corolla white, fleshy, 1.2-1.5 cm in diam., lobed nearly to the base, each petal with a raised ridge in the center of the adaxial side, the lobes planar or slightly incurved at anthesis, tips of the lobes cucullate, densely papillose along full margin of the petal; anthers ca. 3.5 x 1-1.5 mm, poricidal at the tips, the pores tear-drop shaped; free portion of the filaments ca. 1 mm long, the filament tube less than 0.5 mm long; ovary glabrous; style straight, 5.5-7 mm long; stigma consisting of a papillose area on the tip of the style.Fruit a globose, green berry, 1-1.2 cm in diam.; fruiting pedicels 1.5-2 cm long, erect, woody and rather corky lenticellate like the stems, the base 1-1.5 mm in diam.Seeds not known.		http://solanaceaesource.org/content/solanum-ripense		eng	http://creativecommons.org/licenses/by/3.0/	bf540a21-af67-4783-81f5-52e60ea4c079#general
wfo-0001030882	distribution	In primary forest in central montane Costa Rica. Most of the collections are from the slopes of Volcán Barba and Volcán Poas from 1800-2000 m.		http://solanaceaesource.org/content/solanum-roblense		eng	http://creativecommons.org/licenses/by/3.0/	9ace5d76-ad06-4ae2-be08-c62e9d645fda#distribution
wfo-0001030882	general	Shrubs or small trees, 1-4 m tall; young stems and leaves glabrous or minutely papillose; bark of the older stems pale, transversely ruguse and peeling.Sympodial units difoliate, geminate.Leaves elliptic to narrowly elliptic, widest at the middle, glabrous, the margins lightly crenulate; major leaves 6.5-15.6 x 2.2-4.6 cm, with 8-12 pairs of main lateral veins, slightly raised above, prominent and yellowish beneath, the apex acuminate, the base attenuate; petioles 0.5-1.1 cm long; minor leaves differing from the major ones only in size, 2-5.4 x 0.8-2.4 cm, the apex acuminate, the base attenuate; petioles 2-6 mm long.Inflorescences opposite the leaves, simple, glabrous or occasionally minutely papillose at the extreme tip, 0.5-1 cm long; pedicel scars closely spaced and overlapping, beginning at the base of the inflorescence. Buds ovoid, the corolla soon exserted from the nearly truncate calyx tube. Pedicels at anthesis 0.9-1.1 cm long, deflexed, tapering from the base of the calyx tube to a slender base ca. 0.5 mm in diam.Flowers with the calyx tube 1-1.5 mm long, narrowly conical, the lobes short deltoid, 0.5-1 mm long, glabrous or occasionally minutely papillose; corolla white, 1-1.3 cm in diam., lobed 3/4 of the way to the base, planar at anthesis (?), the tips and margins of the lobes minutely papillose; anthers 3-3.5 mm long, with the terminal ca. 0.5 mm paler and thickened, 0.75-1 mm, poricidal at the tips, the pores tear-drop shaped; free portion of the filaments ca. 0.1 mm long, the filament tube 0.5-0.75 mm long; ovary glabrous; style straight, ca. 5.5 mm long; stigma capitate, minutely papillose.Fruit a globose, green, glabrous berry, 0.8-1.1 cm in diam.; fruiting pedicels erect, woody, 1.6-2 cm long, 1-1.5 mm in diam. at the base; calyx lobes slightly accrescent and woody in fruit, ca. 2 mm long, with thick margins.Seeds tan, ovoid-reniform, ca. 3 x 2 mm, the surfaces minutely pitted.		http://solanaceaesource.org/content/solanum-roblense		eng	http://creativecommons.org/licenses/by/3.0/	9ace5d76-ad06-4ae2-be08-c62e9d645fda#general
wfo-0001030883	distribution	In primary forests of the upper Amazon basin in Ecuador, Peru, Bolivia, and adjacent Brazil, 100 to 600 m. Quite common in eastern Peru in lighter areas along streams and rivers.		http://solanaceaesource.org/content/solanum-robustifrons		eng	http://creativecommons.org/licenses/by/3.0/	b71679a5-bcb0-482b-ab9a-720f60152bba#distribution
wfo-0001030883	general	Fleshy, malodorous shrubs 0.5-5 m tall; young stems and leaves puberulent with minute, uniseriate papillate trichomes ca. 0.05 mm long, these occasionally glandular; older stems soon quite thick and very fleshy, later woody, hollow when dry, glabrous; bark dark, not strongly lenticellate.Sympodial units difoliate, sometimes geminate.Leaves elliptic or ovate, if geminate, the two leaves not differing markedly in size, widest at or just proximal to the middle, 18-44.5 x 9.5-27.5 cm, main lateral veins in 10-18 pairs, approximatately perpendicular to the midrib, but occasionally arching from it, the veins on the under surfaces puberulent with minute papillate trichomes ca. 0.05 mm long or less, these not present on very large leaves, laminar surface above glabrous, finely reticulate from the collapsed upper walls of the large epidermal cells, the apex acute or acuminate, the base acute, occasionally oblique; petioles 2-5 cm long.Inflorescences opposite the leaves, stout and occasionally massive, 1-4 times furcate, 0.5-3 cm long, 20-50-flowered, glabrous or finely puberulent with minute papillate trichomes like those of the young leaves; pedicel scars evenly spaced ca. 0.5 mm apart, in branched inflorescences only appearing after the fork. Buds globose, the calyx long-acuminate, petaloid in bud. Pedicels at anthesis strongly deflexed, 1-1.3 cm long, tapering from the calyx tube to a slender base ca. 0.5 mm in diam.Flowers with the calyx tube 1-1.5 mm long, the lobes narrowly triangular, 3-3.5 mm long, acute to long-acuminate, glabrous; corolla white, 1-1.2 cm across, lobed 3/4 of the way to the base, the lobes only slightly reflexed at anthesis, the tips of the lobes minutely papillose; anthers 1.5-3.5 x 1-1.5 mm, poricidal at the tips, the pores tear-drop shaped; free portion of the filaments ca. 0.1 mm long, the filament tube ca. 0.5 mm long; ovary glabrous; style 5-6 mm long, straight; stigma clavate, minutely papillose.Fruit a globose, green berry, appearing hard and woody with very little pulp in dry material, rather hard in living collections, 1-1.1 cm in diam.; fruiting pedicels woody, erect, 1-1.3 cm long, ca. 1 mm in diam. at the base; calyx lobes in fruit becoming woody and slightly accrescent, 3-4 mm long.Seeds russet brown in dry material, pale tan in live plants, ovoid-reniform, ca. 2-3 x 1.5-2 mm, the surfaces minutely pitted, the seeds all imbedded in the hard placenta.		http://solanaceaesource.org/content/solanum-robustifrons		eng	http://creativecommons.org/licenses/by/3.0/	b71679a5-bcb0-482b-ab9a-720f60152bba#general
wfo-0001030884	distribution	Southern South America from Brazil to Argentina and Paraguay, in dry to mesic forests and chaco formations, from sea level to 1200 m. Naturalized and possibly invasive in the mountains of Tanzania, often forming large monospecific stands in disturbed habitats such as forest plantations, also sporadically introduced in other subtropical areas (e.g., India)..		http://solanaceaesource.org/content/solanum-robustum		eng	http://creativecommons.org/licenses/by/3.0/	55c81517-10ea-451d-a56e-d27a4ceeef8a#distribution
wfo-0001030884	general	Shrubs to treelets 0.4-3 m tall, occasionally flowering when very young and still herbaceous, the stems winged and sparsely to densely armed. Young stems strongly winged from the decurrent leaf bases, the wings to 2 mm wide, densely pubescent with sessile and short-stalked stellate trichomes, the rays 6-8, porrect, to 0.5 mm long, the midpoint minute, sparsely to moderately prickly, the prickles to 10 mm long, broad-based, curved, usually reddish yellow; new growth densely pubescent with sessile and short-stalked stellate trichomes of varying lengths, the rays 7-8, to 0.5 mm long, the midpoints to 0.5 mm long; bark of older stems pale tannish red or green. Sympodial units di- or trifoliate, occasionally geminate, if so, one leaf about half the size of the other and not differing in shape. Leaves simple, the blades 6-25 cm long, 4-13 cm wide, elliptic, strongly discolorous, prickly on both surfaces along the principal veins; adaxial surfaces green, sparsely to moderately pubescent with a mixture of simple uniseriate glandular trichomes ca. 0.2 mm long and sessile and short-stalked stellate trichomes, the rays 6-8, porrect, to 0.5 mm long, the midpoint to 0.5 mm long; abaxial surfaces gray-tinged, more densely pubescent with similar stellate trichomes, also with simple glandular trichomes not visible without magnification but present; primary veins 5-6 pairs, with a few scattered prickles on both surfaces; base abruptly acute then decurrent along the petiole with a wing to 5 mm wide that extends onto the stem between nodes; margins shallowly lobed, the lobes 1-3 pairs, extending up to half way to the midrib, the lobe apices acute; apex acute; petioles 2-5 cm long, winged, pubescent like the leaf surfaces. Inflorescences lateral, 0.9-5 cm long, simple, with 5-30 flowers, only a few open at a time, densely pubescent with a mixture of short and long-stalked stellate trichomes, the rays to 0.3 mm long, equal in size to the midpoint; peduncle 0.5-1.2 cm long, occasionally sparsely prickly; pedicels 0.8-1 cm long, ca. 0.5 mm in diameter at the base, ca. 0.7 mm in diameter at the apex, slender, spreading at anthesis, pubescent like the rest of the inflorescence, articulated at the base; pedicel scars regularly spaced ca. 3 mm apart. Flowers 5-merous, heterostylous, the distal ones short-styled, the plants weakly andromonoecious. Calyx 5.5-7 mm long, densely pubescent with short-stalked stellate trichomes like those of the inflorescence, unarmed, the lobes 4-5 mm long, long-triangular to elliptic in outline. Corolla 1.5-2.5 cm in diameter, white or greenish white, stellate, lobed ca. ¾ of the way to the base, the lobes 0.8-1 cm long, 0.3-0.5 cm wide, strongly reflexed at anthesis, uniformly stellate-pubescent abaxially, glabrous adaxially. Stamens equal, connivent, the filament tube minute, the free portion of the filaments 1-1.5 mm long, glabrous; anthers 4.5-5 mm long, 1-1.5 mm wide, tapering with a sagittate base, poricidal at the tips, the pores directed upwards. Ovary conical, densely pubescent with stiff simple unicellular trichomes to 1 mm long; style 9-11 mm long in long-styled flowers, ca. 1 mm long in short-styled flowers, densely pubescent in the basal half with simple unicellular trichomes like those of the ovary; stigma capitate, minutely papillate. Fruit a spherical berry, 6-10 per infructescence, to 1.5 cm in diameter, green when mature, densely pubescent with stiff simple unicellular trichomes, glabrous; fruiting pedicels 1-1.2 cm long, ca. 3 mm in diameter at the apex, woody, spreading; fruiting calyx leafy, the lobes to 1 cm long, strongly reflexed.Seeds > 100 per berry, 1.5-2 mm long, 1-1.5 mm wide, ovoid-reniform, dark reddish brown.		http://solanaceaesource.org/content/solanum-robustum		eng	http://creativecommons.org/licenses/by/3.0/	55c81517-10ea-451d-a56e-d27a4ceeef8a#general
wfo-0001030884	use	Local Names. Tanzania: Butwe, mbuntwe (Shambaa language),Uses. Medicinally used in Tanzania.		http://solanaceaesource.org/content/solanum-robustum		eng	http://creativecommons.org/licenses/by/3.0/	55c81517-10ea-451d-a56e-d27a4ceeef8a#use
wfo-0001030899	distribution	Thickets and forested slopes, 1000-1500 m in elevation, in Belize, Guatemala, and Chiapas, Mexico.		http://solanaceaesource.org/content/solanum-rojasianum		eng	http://creativecommons.org/licenses/by/3.0/	e3c6aca0-be1b-4ffc-8891-eb380d002696#distribution
wfo-0001030899	general	Shrub 2-3.5 m tall. Stems densely puberulent.Sympodial units 3-foliate (?).Leaves simple, the blades 6.5-31 (-45 ex descr.) x 7-27 cm, 1-1.5 times as long as wide, chartaceous, ovate, densely puberulent adaxially and abaxially, more so on veins; base deeply cordate with basal lobes 1-6 cm long; margin entire; apex acuminate; petioles 3-12 cm, densely puberulent.Inflorescences 2.5-3.5 cm, unbranched, with 5-10 flowers, all flowers perfect, the axes densely puberulent; peduncle 2-3 cm; rachis 0.5-1 cm; pedicels 10-20 mm, 20-25 (-45 ex descr.) mm in fruit, spaced 1-3 mm apart, articulated at the base, leaving pedicellar remnants less than 1 mm long.Buds ovoid or globose, obtuse at apex. Flowers with the calyx radius 2-3 mm, the lobes 1-2 x 2 mm, triangular, mucronate, coriaceous, puberulent. Corollas ca. 2 cm in diameter, the radius 10-13 mm, stellate, coriaceous, green outside, bronze to purple inside, the tube 2 mm, the lobes 8-11 x 3-4 mm, narrowly triangular, acute at apices, glabrous adaxially and abaxially, the margin tomentose. Anther thecae 4-5 x 2 mm, oblong, not connivent, white or yellow?, the pores slightly extrorse and directed upward; connective 4-5 x 1.5-2 mm, oblong, abaxially slightly shorter than thecae at apex, exceeding them at base by 0.5 mm, absent adaxially, light orange. Ovary puberulent; style 3-4 x 0.3-0.5 mm at base, ca. 1.5-2 mm in diameter at apex, exserted 1 mm beyond stamens, obconical, strongly dilated distally, glabrous; stigma peltiform.Fruits 5-6.5 x 3-5 cm, ellipsoidal, acute at apex, yellow with green stripes and splotches at end, glandular-puberulent; stone cell aggregates present.Seeds 4-5 x 3.5-4 mm, flattened, densely pubescent.		http://solanaceaesource.org/content/solanum-rojasianum		eng	http://creativecommons.org/licenses/by/3.0/	e3c6aca0-be1b-4ffc-8891-eb380d002696#general
